17.5553748,98.68356509
29.76711941,98.92002412
31.85744073,98.94696224
33.83773273,98.97988681
36.03810345,98.98886563
38.01841051,99.01281057
41.15392511,99.03376188
50.56047395,99.09362261
54.79619149,99.10858709
58.20675933,99.1265451
62.16742363,99.14450289
66.51315041,99.16545376
72.83920433,99.19837673
78.78018571,99.23429306
82.74084498,99.25524407
89.7269795,99.30911926
95.28290341,99.33904931
100.2337262,99.36598637
105.7896702,99.38394359
111.9507153,99.40489378
118.16678,99.41985754
125.9781044,99.44679356
135.3847134,99.47073577
141.4357492,99.48569959
146.2215783,99.49168425
150.4573109,99.49766911
169.1605699,99.50963507
176.751921,99.49765944
185.0583823,99.49466318
193.7499212,99.48568036
199.6909879,99.47071213
212.6733092,99.44376848
223.0701571,99.42879861
233.7420582,99.41083543
243.4787954,99.3928726
251.0151468,99.37491057
264.8776274,99.34497338
276.7047612,99.30905053
286.8266011,99.27013509
297.2784235,99.27611766
304.3747228,99.24318976
319.0623581,99.20726585
328.3040085,99.1893032
338.3708136,99.16535382
348.6026477,99.14140439
355.4788833,99.12344261
361.7499728,99.12942672
369.2863192,99.1144579
459.9921908186726;98.93181759610867,
469.0675584666334;98.92945852551625,
478.1428993563853;98.92486179970433,
487.21842755359955;98.935928660429,
496.2938353388736;98.93692607266587,
505.3692297450433;98.93680465729297,
514.444624151213;98.93668324192006,
523.5201122111139;98.94439361981547,
532.5954129635525;98.93644041117427,
541.6709545398711;98.9486260995087,
550.7463489460408;98.9485046841358,
559.8217433522105;98.94838326876291,
568.8971377583803;98.94826185339001,
577.9725723018633;98.95149692084638,
587.047966708033;98.95137550547348,
596.1234681470382;98.96020471097864,
605.198862553208;98.96008329560574,
614.274297096691;98.96331836306211,
623.3497985356963;98.97214756856728,
632.425072529926;98.96195670470656,
641.5004936943045;98.96407294455318,
650.5759817542054;98.97178332244859,
659.6513895394796;98.97278073468544,
668.7269043575894;98.98272876780035,
677.8023121428634;98.98372618003722,
686.8777065490332;98.98360476466432,
695.9531009552029;98.98348334929142,
705.0284953613726;98.98336193391853,
714.1038897675423;98.98324051854563,
723.179284173712;98.98311910317272,
732.2546116843594;98.97740354975104,
741.3300729860514;98.98287627242693,
750.4054673922211;98.98275485705403,
759.4808617983908;98.98263344168114,
768.5562562045604;98.98251202630824,
777.6316506107302;98.98239061093534,
786.7070450168999;98.98226919556245,
795.7824394230696;98.98214778018955,
800.7326545537076;98.98208155362252,
