#  Printing Current voltage data (input statement at line 80)
#  Simulation date:
#    Mon Jul 10 14:24:45 2023
# Current voltage data
# Bias voltage [V] 	Current density [A/m^2] 
# Current 	 density
0.000000e+000	-1.937782e+002
1.430000e-002	-1.937299e+002
2.860000e-002	-1.936809e+002
4.290000e-002	-1.936312e+002
5.720000e-002	-1.935807e+002
7.150000e-002	-1.935295e+002
8.580000e-002	-1.934775e+002
1.001000e-001	-1.934248e+002
1.144000e-001	-1.933712e+002
1.287000e-001	-1.933168e+002
1.430000e-001	-1.932616e+002
1.573000e-001	-1.932055e+002
1.716000e-001	-1.931486e+002
1.859000e-001	-1.930907e+002
2.002000e-001	-1.930319e+002
2.145000e-001	-1.929723e+002
2.288000e-001	-1.929116e+002
2.431000e-001	-1.928500e+002
2.574000e-001	-1.927874e+002
2.717000e-001	-1.927237e+002
2.860000e-001	-1.926590e+002
3.003000e-001	-1.925932e+002
3.146000e-001	-1.925264e+002
3.289000e-001	-1.924583e+002
3.432000e-001	-1.923892e+002
3.575000e-001	-1.923188e+002
3.718000e-001	-1.922473e+002
3.861000e-001	-1.921744e+002
4.004000e-001	-1.921003e+002
4.147000e-001	-1.920249e+002
4.290000e-001	-1.919481e+002
4.433000e-001	-1.918699e+002
4.576000e-001	-1.917903e+002
4.719000e-001	-1.917092e+002
4.862000e-001	-1.916265e+002
5.005000e-001	-1.915423e+002
5.148000e-001	-1.914564e+002
5.291000e-001	-1.913689e+002
5.434000e-001	-1.912796e+002
5.577000e-001	-1.911886e+002
5.720000e-001	-1.910956e+002
5.863000e-001	-1.910008e+002
6.006000e-001	-1.909039e+002
6.149000e-001	-1.908050e+002
6.292000e-001	-1.907039e+002
6.435000e-001	-1.906006e+002
6.578000e-001	-1.904950e+002
6.721000e-001	-1.903870e+002
6.864000e-001	-1.902764e+002
7.007000e-001	-1.901632e+002
7.150000e-001	-1.900472e+002
7.293000e-001	-1.899284e+002
7.436000e-001	-1.898065e+002
7.579000e-001	-1.896814e+002
7.722000e-001	-1.895530e+002
7.865000e-001	-1.894211e+002
8.008000e-001	-1.892853e+002
8.151000e-001	-1.891455e+002
8.294000e-001	-1.890014e+002
8.437000e-001	-1.888524e+002
8.580000e-001	-1.886982e+002
8.723000e-001	-1.885380e+002
8.866000e-001	-1.883710e+002
9.009000e-001	-1.881960e+002
9.152000e-001	-1.880114e+002
9.295000e-001	-1.878152e+002
9.438000e-001	-1.876042e+002
9.581000e-001	-1.873741e+002
9.724000e-001	-1.871186e+002
9.867000e-001	-1.868284e+002
1.001000e+000	-1.864892e+002
1.015300e+000	-1.860792e+002
1.029600e+000	-1.855639e+002
1.043900e+000	-1.848879e+002
1.058200e+000	-1.839602e+002
1.072500e+000	-1.826287e+002
1.086800e+000	-1.806346e+002
1.101100e+000	-1.775313e+002
1.115400e+000	-1.725388e+002
1.129700e+000	-1.642845e+002
1.144000e+000	-1.503481e+002
1.158300e+000	-1.264900e+002
1.172600e+000	-8.543142e+001
1.186900e+000	-1.518197e+001
1.201200e+000	1.025779e+002
1.215500e+000	2.926046e+002
1.229800e+000	5.822475e+002
1.244100e+000	9.945900e+002
1.258400e+000	1.541976e+003
1.272700e+000	2.226757e+003
1.287000e+000	3.512799e+003
1.301300e+000	1.895288e+004
1.315600e+000	1.077630e+006
1.329900e+000	-4.811498e+006
1.344200e+000	-4.811514e+006
1.358500e+000	-4.811504e+006
1.372800e+000	-4.811497e+006
1.387100e+000	-4.811509e+006
1.401400e+000	-4.811512e+006
1.415700e+000	-4.811500e+006
1.430000e+000	-4.811482e+006

