#  Printing Current voltage data (input statement at line 80)
#  Simulation date:
#    Mon Jul 10 14:25:53 2023
# Current voltage data
# Bias voltage [V] 	Current density [A/m^2] 
# Current 	 density
0.000000e+000	-1.938723e+002
1.429000e-002	-1.938243e+002
2.858000e-002	-1.937756e+002
4.287000e-002	-1.937261e+002
5.716000e-002	-1.936759e+002
7.145000e-002	-1.936249e+002
8.574000e-002	-1.935731e+002
1.000300e-001	-1.935205e+002
1.143200e-001	-1.934670e+002
1.286100e-001	-1.934128e+002
1.429000e-001	-1.933576e+002
1.571900e-001	-1.933016e+002
1.714800e-001	-1.932446e+002
1.857700e-001	-1.931867e+002
2.000600e-001	-1.931279e+002
2.143500e-001	-1.930681e+002
2.286400e-001	-1.930073e+002
2.429300e-001	-1.929454e+002
2.572200e-001	-1.928825e+002
2.715100e-001	-1.928186e+002
2.858000e-001	-1.927535e+002
3.000900e-001	-1.926873e+002
3.143800e-001	-1.926199e+002
3.286700e-001	-1.925513e+002
3.429600e-001	-1.924815e+002
3.572500e-001	-1.924104e+002
3.715400e-001	-1.923380e+002
3.858300e-001	-1.922642e+002
4.001200e-001	-1.921891e+002
4.144100e-001	-1.921125e+002
4.287000e-001	-1.920344e+002
4.429900e-001	-1.919548e+002
4.572800e-001	-1.918737e+002
4.715700e-001	-1.917909e+002
4.858600e-001	-1.917064e+002
5.001500e-001	-1.916201e+002
5.144400e-001	-1.915321e+002
5.287300e-001	-1.914422e+002
5.430200e-001	-1.913503e+002
5.573100e-001	-1.912563e+002
5.716000e-001	-1.911603e+002
5.858900e-001	-1.910620e+002
6.001800e-001	-1.909614e+002
6.144700e-001	-1.908584e+002
6.287600e-001	-1.907528e+002
6.430500e-001	-1.906445e+002
6.573400e-001	-1.905333e+002
6.716300e-001	-1.904189e+002
6.859200e-001	-1.903012e+002
7.002100e-001	-1.901797e+002
7.145000e-001	-1.900541e+002
7.287900e-001	-1.899238e+002
7.430800e-001	-1.897882e+002
7.573700e-001	-1.896464e+002
7.716600e-001	-1.894974e+002
7.859500e-001	-1.893396e+002
8.002400e-001	-1.891710e+002
8.145300e-001	-1.889892e+002
8.288200e-001	-1.887904e+002
8.431100e-001	-1.885698e+002
8.574000e-001	-1.883203e+002
8.716900e-001	-1.880324e+002
8.859800e-001	-1.876919e+002
9.002700e-001	-1.872784e+002
9.145600e-001	-1.867620e+002
9.288500e-001	-1.860978e+002
9.431400e-001	-1.852178e+002
9.574300e-001	-1.840177e+002
9.717200e-001	-1.823357e+002
9.860100e-001	-1.799177e+002
1.000300e+000	-1.763612e+002
1.014590e+000	-1.710241e+002
1.028880e+000	-1.628776e+002
1.043170e+000	-1.502712e+002
1.057460e+000	-1.305687e+002
1.071750e+000	-9.960771e+001
1.086040e+000	-5.096375e+001
1.100330e+000	2.489839e+001
1.114620e+000	1.412666e+002
1.128910e+000	3.150086e+002
1.143200e+000	5.646129e+002
1.157490e+000	9.069607e+002
1.171780e+000	1.354261e+003
1.186070e+000	1.911327e+003
1.200360e+000	2.579459e+003
1.214650e+000	4.501841e+003
1.228940e+000	4.844137e+003
1.243230e+000	-8.685362e+006
1.257520e+000	-9.024411e+006
1.271810e+000	-8.913051e+006
1.286100e+000	-5.012769e+005
1.300390e+000	-4.994102e+005
1.314680e+000	-4.970716e+005
1.328970e+000	-4.947260e+005
1.343260e+000	-4.923733e+005
1.357550e+000	-4.900136e+005
1.371840e+000	-4.876468e+005
1.386130e+000	-4.852727e+005
1.400420e+000	-4.828914e+005
1.414710e+000	-4.805028e+005
1.429000e+000	-4.781067e+005

