#  Printing Current voltage data (input statement at line 80)
#  Simulation date:
#    Mon Jul 10 14:29:52 2023
# Current voltage data
# Bias voltage [V] 	Current density [A/m^2] 
# Current 	 density
0.000000e+000	-1.938592e+002
1.430000e-002	-1.938112e+002
2.860000e-002	-1.937624e+002
4.290000e-002	-1.937130e+002
5.720000e-002	-1.936627e+002
7.150000e-002	-1.936117e+002
8.580000e-002	-1.935599e+002
1.001000e-001	-1.935073e+002
1.144000e-001	-1.934539e+002
1.287000e-001	-1.933996e+002
1.430000e-001	-1.933445e+002
1.573000e-001	-1.932885e+002
1.716000e-001	-1.932316e+002
1.859000e-001	-1.931738e+002
2.002000e-001	-1.931150e+002
2.145000e-001	-1.930553e+002
2.288000e-001	-1.929946e+002
2.431000e-001	-1.929328e+002
2.574000e-001	-1.928700e+002
2.717000e-001	-1.928062e+002
2.860000e-001	-1.927412e+002
3.003000e-001	-1.926752e+002
3.146000e-001	-1.926079e+002
3.289000e-001	-1.925395e+002
3.432000e-001	-1.924699e+002
3.575000e-001	-1.923990e+002
3.718000e-001	-1.923268e+002
3.861000e-001	-1.922533e+002
4.004000e-001	-1.921785e+002
4.147000e-001	-1.921022e+002
4.290000e-001	-1.920245e+002
4.433000e-001	-1.919452e+002
4.576000e-001	-1.918645e+002
4.719000e-001	-1.917821e+002
4.862000e-001	-1.916981e+002
5.005000e-001	-1.916123e+002
5.148000e-001	-1.915248e+002
5.291000e-001	-1.914355e+002
5.434000e-001	-1.913442e+002
5.577000e-001	-1.912510e+002
5.720000e-001	-1.911557e+002
5.863000e-001	-1.910583e+002
6.006000e-001	-1.909586e+002
6.149000e-001	-1.908567e+002
6.292000e-001	-1.907522e+002
6.435000e-001	-1.906452e+002
6.578000e-001	-1.905355e+002
6.721000e-001	-1.904230e+002
6.864000e-001	-1.903073e+002
7.007000e-001	-1.901884e+002
7.150000e-001	-1.900659e+002
7.293000e-001	-1.899396e+002
7.436000e-001	-1.898088e+002
7.579000e-001	-1.896732e+002
7.722000e-001	-1.895320e+002
7.865000e-001	-1.893843e+002
8.008000e-001	-1.892289e+002
8.151000e-001	-1.890643e+002
8.294000e-001	-1.888882e+002
8.437000e-001	-1.886978e+002
8.580000e-001	-1.884891e+002
8.723000e-001	-1.882564e+002
8.866000e-001	-1.879920e+002
9.009000e-001	-1.876843e+002
9.152000e-001	-1.873168e+002
9.295000e-001	-1.868651e+002
9.438000e-001	-1.862921e+002
9.581000e-001	-1.855420e+002
9.724000e-001	-1.845278e+002
9.867000e-001	-1.831140e+002
1.001000e+000	-1.810850e+002
1.015300e+000	-1.780959e+002
1.029600e+000	-1.735884e+002
1.043900e+000	-1.666549e+002
1.058200e+000	-1.558144e+002
1.072500e+000	-1.386568e+002
1.086800e+000	-1.112956e+002
1.101100e+000	-6.758926e+001
1.115400e+000	1.821501e+000
1.129700e+000	1.103638e+002
1.144000e+000	2.756112e+002
1.158300e+000	5.174294e+002
1.172600e+000	8.544302e+002
1.186900e+000	1.300226e+003
1.201200e+000	1.860431e+003
1.215500e+000	2.537125e+003
1.229800e+000	4.391465e+003
1.244100e+000	4.481810e+003
1.258400e+000	-2.998419e+006
1.272700e+000	-3.001159e+006
1.287000e+000	-2.977304e+006
1.301300e+000	-2.979435e+006
1.315600e+000	-2.992710e+006
1.329900e+000	-2.987903e+006
1.344200e+000	-2.977682e+006
1.358500e+000	-2.990599e+006
1.372800e+000	-2.990955e+006
1.387100e+000	-2.982461e+006
1.401400e+000	-3.006565e+006
1.415700e+000	-2.964102e+006
1.430000e+000	-2.976745e+006

