#  Printing Current voltage data (input statement at line 80)
#  Simulation date:
#    Mon Jul 10 14:28:41 2023
# Current voltage data
# Bias voltage [V] 	Current density [A/m^2] 
# Current 	 density
0.000000e+000	-7.753703e+001
1.430000e-002	-7.751777e+001
2.860000e-002	-7.749823e+001
4.290000e-002	-7.747839e+001
5.720000e-002	-7.745825e+001
7.150000e-002	-7.743780e+001
8.580000e-002	-7.741703e+001
1.001000e-001	-7.739594e+001
1.144000e-001	-7.737451e+001
1.287000e-001	-7.735276e+001
1.430000e-001	-7.733065e+001
1.573000e-001	-7.730819e+001
1.716000e-001	-7.728537e+001
1.859000e-001	-7.726218e+001
2.002000e-001	-7.723862e+001
2.145000e-001	-7.721466e+001
2.288000e-001	-7.719031e+001
2.431000e-001	-7.716554e+001
2.574000e-001	-7.714037e+001
2.717000e-001	-7.711476e+001
2.860000e-001	-7.708871e+001
3.003000e-001	-7.706221e+001
3.146000e-001	-7.703525e+001
3.289000e-001	-7.700781e+001
3.432000e-001	-7.697988e+001
3.575000e-001	-7.695145e+001
3.718000e-001	-7.692250e+001
3.861000e-001	-7.689302e+001
4.004000e-001	-7.686299e+001
4.147000e-001	-7.683239e+001
4.290000e-001	-7.680121e+001
4.433000e-001	-7.676943e+001
4.576000e-001	-7.673703e+001
4.719000e-001	-7.670398e+001
4.862000e-001	-7.667027e+001
5.005000e-001	-7.663587e+001
5.148000e-001	-7.660076e+001
5.291000e-001	-7.656492e+001
5.434000e-001	-7.652830e+001
5.577000e-001	-7.649088e+001
5.720000e-001	-7.645264e+001
5.863000e-001	-7.641352e+001
6.006000e-001	-7.637349e+001
6.149000e-001	-7.633250e+001
6.292000e-001	-7.629050e+001
6.435000e-001	-7.624740e+001
6.578000e-001	-7.620315e+001
6.721000e-001	-7.615762e+001
6.864000e-001	-7.611070e+001
7.007000e-001	-7.606224e+001
7.150000e-001	-7.601202e+001
7.293000e-001	-7.595980e+001
7.436000e-001	-7.590523e+001
7.579000e-001	-7.584788e+001
7.722000e-001	-7.578717e+001
7.865000e-001	-7.572233e+001
8.008000e-001	-7.565233e+001
8.151000e-001	-7.557576e+001
8.294000e-001	-7.549069e+001
8.437000e-001	-7.539446e+001
8.580000e-001	-7.528334e+001
8.723000e-001	-7.515207e+001
8.866000e-001	-7.499312e+001
9.009000e-001	-7.479560e+001
9.152000e-001	-7.454356e+001
9.295000e-001	-7.421329e+001
9.438000e-001	-7.376907e+001
9.581000e-001	-7.315636e+001
9.724000e-001	-7.229073e+001
9.867000e-001	-7.103972e+001
1.001000e+000	-6.919309e+001
1.015300e+000	-6.641362e+001
1.029600e+000	-6.215569e+001
1.043900e+000	-5.553119e+001
1.058200e+000	-4.509054e+001
1.072500e+000	-2.847261e+001
1.086800e+000	-1.866097e+000
1.101100e+000	4.076163e+001
1.115400e+000	1.086255e+002
1.129700e+000	2.149921e+002
1.144000e+000	3.773139e+002
1.158300e+000	6.154557e+002
1.172600e+000	9.482023e+002
1.186900e+000	1.389435e+003
1.201200e+000	1.945061e+003
1.215500e+000	2.617179e+003
1.229800e+000	4.427694e+003
1.244100e+000	4.137172e+003
1.258400e+000	8.943474e+003
1.272700e+000	3.583765e+006
1.287000e+000	3.583776e+006
1.301300e+000	3.583788e+006
1.315600e+000	3.583799e+006
1.329900e+000	3.583810e+006
1.344200e+000	3.583822e+006
1.358500e+000	3.583834e+006
1.372800e+000	3.583847e+006
1.387100e+000	3.583859e+006
1.401400e+000	3.583872e+006
1.415700e+000	3.583885e+006
1.430000e+000	3.583899e+006

