#  Printing Current voltage data (input statement at line 80)
#  Simulation date:
#    Mon Jul 10 14:30:15 2023
# Current voltage data
# Bias voltage [V] 	Current density [A/m^2] 
# Current 	 density
0.000000e+000	-2.326373e+002
1.430000e-002	-2.325797e+002
2.860000e-002	-2.325212e+002
4.290000e-002	-2.324619e+002
5.720000e-002	-2.324017e+002
7.150000e-002	-2.323405e+002
8.580000e-002	-2.322784e+002
1.001000e-001	-2.322153e+002
1.144000e-001	-2.321513e+002
1.287000e-001	-2.320862e+002
1.430000e-001	-2.320201e+002
1.573000e-001	-2.319529e+002
1.716000e-001	-2.318847e+002
1.859000e-001	-2.318154e+002
2.002000e-001	-2.317449e+002
2.145000e-001	-2.316733e+002
2.288000e-001	-2.316004e+002
2.431000e-001	-2.315264e+002
2.574000e-001	-2.314511e+002
2.717000e-001	-2.313746e+002
2.860000e-001	-2.312967e+002
3.003000e-001	-2.312175e+002
3.146000e-001	-2.311369e+002
3.289000e-001	-2.310548e+002
3.432000e-001	-2.309713e+002
3.575000e-001	-2.308863e+002
3.718000e-001	-2.307998e+002
3.861000e-001	-2.307117e+002
4.004000e-001	-2.306219e+002
4.147000e-001	-2.305304e+002
4.290000e-001	-2.304372e+002
4.433000e-001	-2.303422e+002
4.576000e-001	-2.302454e+002
4.719000e-001	-2.301466e+002
4.862000e-001	-2.300459e+002
5.005000e-001	-2.299431e+002
5.148000e-001	-2.298381e+002
5.291000e-001	-2.297310e+002
5.434000e-001	-2.296216e+002
5.577000e-001	-2.295098e+002
5.720000e-001	-2.293956e+002
5.863000e-001	-2.292788e+002
6.006000e-001	-2.291593e+002
6.149000e-001	-2.290371e+002
6.292000e-001	-2.289119e+002
6.435000e-001	-2.287836e+002
6.578000e-001	-2.286522e+002
6.721000e-001	-2.285173e+002
6.864000e-001	-2.283788e+002
7.007000e-001	-2.282364e+002
7.150000e-001	-2.280899e+002
7.293000e-001	-2.279388e+002
7.436000e-001	-2.277827e+002
7.579000e-001	-2.276210e+002
7.722000e-001	-2.274530e+002
7.865000e-001	-2.272777e+002
8.008000e-001	-2.270939e+002
8.151000e-001	-2.268998e+002
8.294000e-001	-2.266934e+002
8.437000e-001	-2.264717e+002
8.580000e-001	-2.262304e+002
8.723000e-001	-2.259641e+002
8.866000e-001	-2.256645e+002
9.009000e-001	-2.253201e+002
9.152000e-001	-2.249142e+002
9.295000e-001	-2.244220e+002
9.438000e-001	-2.238061e+002
9.581000e-001	-2.230102e+002
9.724000e-001	-2.219465e+002
9.867000e-001	-2.204783e+002
1.001000e+000	-2.183885e+002
1.015300e+000	-2.153293e+002
1.029600e+000	-2.107383e+002
1.043900e+000	-2.037012e+002
1.058200e+000	-1.927265e+002
1.072500e+000	-1.753874e+002
1.086800e+000	-1.477724e+002
1.101100e+000	-1.037030e+002
1.115400e+000	-3.377176e+001
1.129700e+000	7.550199e+001
1.144000e+000	2.417313e+002
1.158300e+000	4.847807e+002
1.172600e+000	8.232031e+002
1.186900e+000	1.270520e+003
1.201200e+000	1.832252e+003
1.215500e+000	2.510473e+003
1.229800e+000	4.379384e+003
1.244100e+000	5.316348e+003
1.258400e+000	-9.308219e+002
1.272700e+000	7.637212e+006
1.287000e+000	7.637224e+006
1.301300e+000	7.637235e+006
1.315600e+000	7.637246e+006
1.329900e+000	7.637256e+006
1.344200e+000	7.637267e+006
1.358500e+000	7.637279e+006
1.372800e+000	7.637290e+006
1.387100e+000	7.637302e+006
1.401400e+000	7.637314e+006
1.415700e+000	7.637326e+006
1.430000e+000	7.637338e+006

