#  Printing Current voltage data (input statement at line 80)
#  Simulation date:
#    Mon Jul 10 14:30:27 2023
# Current voltage data
# Bias voltage [V] 	Current density [A/m^2] 
# Current 	 density
0.000000e+000	-2.520270e+002
1.430000e-002	-2.519647e+002
2.860000e-002	-2.519014e+002
4.290000e-002	-2.518371e+002
5.720000e-002	-2.517719e+002
7.150000e-002	-2.517056e+002
8.580000e-002	-2.516384e+002
1.001000e-001	-2.515701e+002
1.144000e-001	-2.515007e+002
1.287000e-001	-2.514302e+002
1.430000e-001	-2.513587e+002
1.573000e-001	-2.512859e+002
1.716000e-001	-2.512120e+002
1.859000e-001	-2.511370e+002
2.002000e-001	-2.510606e+002
2.145000e-001	-2.509831e+002
2.288000e-001	-2.509042e+002
2.431000e-001	-2.508240e+002
2.574000e-001	-2.507425e+002
2.717000e-001	-2.506596e+002
2.860000e-001	-2.505753e+002
3.003000e-001	-2.504895e+002
3.146000e-001	-2.504022e+002
3.289000e-001	-2.503133e+002
3.432000e-001	-2.502229e+002
3.575000e-001	-2.501309e+002
3.718000e-001	-2.500372e+002
3.861000e-001	-2.499417e+002
4.004000e-001	-2.498445e+002
4.147000e-001	-2.497455e+002
4.290000e-001	-2.496445e+002
4.433000e-001	-2.495417e+002
4.576000e-001	-2.494368e+002
4.719000e-001	-2.493298e+002
4.862000e-001	-2.492207e+002
5.005000e-001	-2.491094e+002
5.148000e-001	-2.489958e+002
5.291000e-001	-2.488798e+002
5.434000e-001	-2.487613e+002
5.577000e-001	-2.486403e+002
5.720000e-001	-2.485165e+002
5.863000e-001	-2.483901e+002
6.006000e-001	-2.482607e+002
6.149000e-001	-2.481283e+002
6.292000e-001	-2.479927e+002
6.435000e-001	-2.478539e+002
6.578000e-001	-2.477115e+002
6.721000e-001	-2.475655e+002
6.864000e-001	-2.474156e+002
7.007000e-001	-2.472615e+002
7.150000e-001	-2.471030e+002
7.293000e-001	-2.469395e+002
7.436000e-001	-2.467708e+002
7.579000e-001	-2.465960e+002
7.722000e-001	-2.464146e+002
7.865000e-001	-2.462255e+002
8.008000e-001	-2.460274e+002
8.151000e-001	-2.458187e+002
8.294000e-001	-2.455972e+002
8.437000e-001	-2.453597e+002
8.580000e-001	-2.451023e+002
8.723000e-001	-2.448190e+002
8.866000e-001	-2.445019e+002
9.009000e-001	-2.441392e+002
9.152000e-001	-2.437141e+002
9.295000e-001	-2.432016e+002
9.438000e-001	-2.425643e+002
9.581000e-001	-2.417454e+002
9.724000e-001	-2.406571e+002
9.867000e-001	-2.391617e+002
1.001000e+000	-2.370414e+002
1.015300e+000	-2.339471e+002
1.029600e+000	-2.293143e+002
1.043900e+000	-2.222253e+002
1.058200e+000	-2.111833e+002
1.072500e+000	-1.937533e+002
1.086800e+000	-1.660108e+002
1.101100e+000	-1.217593e+002
1.115400e+000	-5.156685e+001
1.129700e+000	5.807377e+001
1.144000e+000	2.247952e+002
1.158300e+000	4.684613e+002
1.172600e+000	8.075952e+002
1.186900e+000	1.255673e+003
1.201200e+000	1.818168e+003
1.215500e+000	2.497153e+003
1.229800e+000	4.373344e+003
1.244100e+000	1.089224e+004
1.258400e+000	-2.478612e+006
1.272700e+000	-2.478581e+006
1.287000e+000	-2.478553e+006
1.301300e+000	-2.478511e+006
1.315600e+000	-2.478449e+006
1.329900e+000	-2.478362e+006
1.344200e+000	-2.478246e+006
1.358500e+000	-2.478100e+006
1.372800e+000	-2.477927e+006
1.387100e+000	-2.477731e+006
1.401400e+000	-2.477514e+006
1.415700e+000	-2.477281e+006
1.430000e+000	-2.477037e+006

