#  Printing Current voltage data (input statement at line 80)
#  Simulation date:
#    Mon Jul 10 14:28:29 2023
# Current voltage data
# Bias voltage [V] 	Current density [A/m^2] 
# Current 	 density
0.000000e+000	-5.815182e+001
1.430000e-002	-5.813738e+001
2.860000e-002	-5.812271e+001
4.290000e-002	-5.810782e+001
5.720000e-002	-5.809271e+001
7.150000e-002	-5.807736e+001
8.580000e-002	-5.806178e+001
1.001000e-001	-5.804595e+001
1.144000e-001	-5.802988e+001
1.287000e-001	-5.801355e+001
1.430000e-001	-5.799696e+001
1.573000e-001	-5.798011e+001
1.716000e-001	-5.796299e+001
1.859000e-001	-5.794558e+001
2.002000e-001	-5.792790e+001
2.145000e-001	-5.790992e+001
2.288000e-001	-5.789164e+001
2.431000e-001	-5.787306e+001
2.574000e-001	-5.785417e+001
2.717000e-001	-5.783495e+001
2.860000e-001	-5.781540e+001
3.003000e-001	-5.779552e+001
3.146000e-001	-5.777528e+001
3.289000e-001	-5.775469e+001
3.432000e-001	-5.773373e+001
3.575000e-001	-5.771240e+001
3.718000e-001	-5.769067e+001
3.861000e-001	-5.766855e+001
4.004000e-001	-5.764601e+001
4.147000e-001	-5.762305e+001
4.290000e-001	-5.759965e+001
4.433000e-001	-5.757580e+001
4.576000e-001	-5.755148e+001
4.719000e-001	-5.752668e+001
4.862000e-001	-5.750138e+001
5.005000e-001	-5.747556e+001
5.148000e-001	-5.744921e+001
5.291000e-001	-5.742230e+001
5.434000e-001	-5.739482e+001
5.577000e-001	-5.736673e+001
5.720000e-001	-5.733802e+001
5.863000e-001	-5.730864e+001
6.006000e-001	-5.727858e+001
6.149000e-001	-5.724777e+001
6.292000e-001	-5.721619e+001
6.435000e-001	-5.718377e+001
6.578000e-001	-5.715043e+001
6.721000e-001	-5.711608e+001
6.864000e-001	-5.708062e+001
7.007000e-001	-5.704390e+001
7.150000e-001	-5.700572e+001
7.293000e-001	-5.696585e+001
7.436000e-001	-5.692397e+001
7.579000e-001	-5.687966e+001
7.722000e-001	-5.683236e+001
7.865000e-001	-5.678133e+001
8.008000e-001	-5.672556e+001
8.151000e-001	-5.666368e+001
8.294000e-001	-5.659378e+001
8.437000e-001	-5.651326e+001
8.580000e-001	-5.641842e+001
8.723000e-001	-5.630405e+001
8.866000e-001	-5.616270e+001
9.009000e-001	-5.598356e+001
9.152000e-001	-5.575077e+001
9.295000e-001	-5.544076e+001
9.438000e-001	-5.501800e+001
9.581000e-001	-5.442821e+001
9.724000e-001	-5.358732e+001
9.867000e-001	-5.236343e+001
1.001000e+000	-5.054715e+001
1.015300e+000	-4.780254e+001
1.029600e+000	-4.358605e+001
1.043900e+000	-3.701281e+001
1.058200e+000	-2.663839e+001
1.072500e+000	-1.010976e+001
1.086800e+000	1.637198e+001
1.101100e+000	5.882145e+001
1.115400e+000	1.264296e+002
1.129700e+000	2.324363e+002
1.144000e+000	3.942334e+002
1.158300e+000	6.318050e+002
1.172600e+000	9.638442e+002
1.186900e+000	1.404317e+003
1.201200e+000	1.959179e+003
1.215500e+000	2.630535e+003
1.229800e+000	4.433730e+003
1.244100e+000	4.707996e+003
1.258400e+000	1.078651e+008
1.272700e+000	1.835372e+008
1.287000e+000	1.878721e+008
1.301300e+000	1.881941e+008
1.315600e+000	1.882185e+008
1.329900e+000	1.882204e+008
1.344200e+000	1.882205e+008
1.358500e+000	1.882205e+008
1.372800e+000	1.882205e+008
1.387100e+000	1.882205e+008
1.401400e+000	1.882205e+008
1.415700e+000	1.882205e+008
1.430000e+000	1.882205e+008

