#  Printing Current voltage data (input statement at line 80)
#  Simulation date:
#    Mon Jul 10 14:30:39 2023
# Current voltage data
# Bias voltage [V] 	Current density [A/m^2] 
# Current 	 density
0.000000e+000	-2.714173e+002
1.430000e-002	-2.713501e+002
2.860000e-002	-2.712820e+002
4.290000e-002	-2.712128e+002
5.720000e-002	-2.711426e+002
7.150000e-002	-2.710713e+002
8.580000e-002	-2.709989e+002
1.001000e-001	-2.709253e+002
1.144000e-001	-2.708507e+002
1.287000e-001	-2.707748e+002
1.430000e-001	-2.706977e+002
1.573000e-001	-2.706195e+002
1.716000e-001	-2.705399e+002
1.859000e-001	-2.704591e+002
2.002000e-001	-2.703769e+002
2.145000e-001	-2.702934e+002
2.288000e-001	-2.702085e+002
2.431000e-001	-2.701222e+002
2.574000e-001	-2.700344e+002
2.717000e-001	-2.699452e+002
2.860000e-001	-2.698544e+002
3.003000e-001	-2.697620e+002
3.146000e-001	-2.696681e+002
3.289000e-001	-2.695724e+002
3.432000e-001	-2.694751e+002
3.575000e-001	-2.693760e+002
3.718000e-001	-2.692751e+002
3.861000e-001	-2.691724e+002
4.004000e-001	-2.690677e+002
4.147000e-001	-2.689611e+002
4.290000e-001	-2.688525e+002
4.433000e-001	-2.687417e+002
4.576000e-001	-2.686288e+002
4.719000e-001	-2.685137e+002
4.862000e-001	-2.683962e+002
5.005000e-001	-2.682764e+002
5.148000e-001	-2.681541e+002
5.291000e-001	-2.680292e+002
5.434000e-001	-2.679016e+002
5.577000e-001	-2.677713e+002
5.720000e-001	-2.676382e+002
5.863000e-001	-2.675020e+002
6.006000e-001	-2.673627e+002
6.149000e-001	-2.672202e+002
6.292000e-001	-2.670743e+002
6.435000e-001	-2.669248e+002
6.578000e-001	-2.667716e+002
6.721000e-001	-2.666145e+002
6.864000e-001	-2.664531e+002
7.007000e-001	-2.662873e+002
7.150000e-001	-2.661168e+002
7.293000e-001	-2.659410e+002
7.436000e-001	-2.657595e+002
7.579000e-001	-2.655718e+002
7.722000e-001	-2.653770e+002
7.865000e-001	-2.651740e+002
8.008000e-001	-2.649618e+002
8.151000e-001	-2.647384e+002
8.294000e-001	-2.645017e+002
8.437000e-001	-2.642486e+002
8.580000e-001	-2.639749e+002
8.723000e-001	-2.636748e+002
8.866000e-001	-2.633400e+002
9.009000e-001	-2.629590e+002
9.152000e-001	-2.625147e+002
9.295000e-001	-2.619820e+002
9.438000e-001	-2.613233e+002
9.581000e-001	-2.604815e+002
9.724000e-001	-2.593684e+002
9.867000e-001	-2.578458e+002
1.001000e+000	-2.556951e+002
1.015300e+000	-2.525656e+002
1.029600e+000	-2.478910e+002
1.043900e+000	-2.407500e+002
1.058200e+000	-2.296406e+002
1.072500e+000	-2.121194e+002
1.086800e+000	-1.842493e+002
1.101100e+000	-1.398152e+002
1.115400e+000	-6.936090e+001
1.129700e+000	4.064737e+001
1.144000e+000	2.078619e+002
1.158300e+000	4.521454e+002
1.172600e+000	7.919912e+002
1.186900e+000	1.240831e+003
1.201200e+000	1.804088e+003
1.215500e+000	2.483837e+003
1.229800e+000	4.367302e+003
1.244100e+000	3.917436e+003
1.258400e+000	1.742771e+007
1.272700e+000	1.746323e+007
1.287000e+000	1.746323e+007
1.301300e+000	1.746323e+007
1.315600e+000	1.746324e+007
1.329900e+000	1.746324e+007
1.344200e+000	1.746325e+007
1.358500e+000	1.746325e+007
1.372800e+000	1.746326e+007
1.387100e+000	1.746328e+007
1.401400e+000	1.746331e+007
1.415700e+000	1.746336e+007
1.430000e+000	1.746343e+007

