#  Printing Current voltage data (input statement at line 80)
#  Simulation date:
#    Mon Jul 10 14:24:56 2023
# Current voltage data
# Bias voltage [V] 	Current density [A/m^2] 
# Current 	 density
0.000000e+000	-1.938032e+002
1.430000e-002	-1.937550e+002
2.860000e-002	-1.937061e+002
4.290000e-002	-1.936565e+002
5.720000e-002	-1.936062e+002
7.150000e-002	-1.935551e+002
8.580000e-002	-1.935032e+002
1.001000e-001	-1.934505e+002
1.144000e-001	-1.933970e+002
1.287000e-001	-1.933427e+002
1.430000e-001	-1.932876e+002
1.573000e-001	-1.932316e+002
1.716000e-001	-1.931747e+002
1.859000e-001	-1.931170e+002
2.002000e-001	-1.930583e+002
2.145000e-001	-1.929986e+002
2.288000e-001	-1.929380e+002
2.431000e-001	-1.928765e+002
2.574000e-001	-1.928139e+002
2.717000e-001	-1.927503e+002
2.860000e-001	-1.926856e+002
3.003000e-001	-1.926198e+002
3.146000e-001	-1.925529e+002
3.289000e-001	-1.924849e+002
3.432000e-001	-1.924157e+002
3.575000e-001	-1.923453e+002
3.718000e-001	-1.922737e+002
3.861000e-001	-1.922008e+002
4.004000e-001	-1.921266e+002
4.147000e-001	-1.920511e+002
4.290000e-001	-1.919742e+002
4.433000e-001	-1.918958e+002
4.576000e-001	-1.918160e+002
4.719000e-001	-1.917347e+002
4.862000e-001	-1.916519e+002
5.005000e-001	-1.915674e+002
5.148000e-001	-1.914813e+002
5.291000e-001	-1.913934e+002
5.434000e-001	-1.913038e+002
5.577000e-001	-1.912124e+002
5.720000e-001	-1.911190e+002
5.863000e-001	-1.910237e+002
6.006000e-001	-1.909263e+002
6.149000e-001	-1.908268e+002
6.292000e-001	-1.907251e+002
6.435000e-001	-1.906212e+002
6.578000e-001	-1.905148e+002
6.721000e-001	-1.904059e+002
6.864000e-001	-1.902944e+002
7.007000e-001	-1.901802e+002
7.150000e-001	-1.900631e+002
7.293000e-001	-1.899431e+002
7.436000e-001	-1.898198e+002
7.579000e-001	-1.896932e+002
7.722000e-001	-1.895631e+002
7.865000e-001	-1.894291e+002
8.008000e-001	-1.892909e+002
8.151000e-001	-1.891483e+002
8.294000e-001	-1.890006e+002
8.437000e-001	-1.888473e+002
8.580000e-001	-1.886876e+002
8.723000e-001	-1.885203e+002
8.866000e-001	-1.883440e+002
9.009000e-001	-1.881567e+002
9.152000e-001	-1.879556e+002
9.295000e-001	-1.877370e+002
9.438000e-001	-1.874951e+002
9.581000e-001	-1.872220e+002
9.724000e-001	-1.869055e+002
9.867000e-001	-1.865274e+002
1.001000e+000	-1.860598e+002
1.015300e+000	-1.854584e+002
1.029600e+000	-1.846530e+002
1.043900e+000	-1.835286e+002
1.058200e+000	-1.818953e+002
1.072500e+000	-1.794342e+002
1.086800e+000	-1.756026e+002
1.101100e+000	-1.694691e+002
1.115400e+000	-1.594273e+002
1.129700e+000	-1.427090e+002
1.144000e+000	-1.145913e+002
1.158300e+000	-6.721009e+001
1.172600e+000	1.193660e+001
1.186900e+000	1.411859e+002
1.201200e+000	3.442334e+002
1.215500e+000	6.460510e+002
1.229800e+000	1.066920e+003
1.244100e+000	1.617226e+003
1.258400e+000	2.298317e+003
1.272700e+000	3.708049e+003
1.287000e+000	2.033685e+004
1.301300e+000	-8.801369e+003
1.315600e+000	8.753259e+006
1.329900e+000	8.753291e+006
1.344200e+000	8.753300e+006
1.358500e+000	8.753309e+006
1.372800e+000	8.753319e+006
1.387100e+000	8.753329e+006
1.401400e+000	8.753338e+006
1.415700e+000	8.753348e+006
1.430000e+000	8.753359e+006

